"Fecha","Estación","Aceites y grasas (mg/L)","Alacloro (µg/L)","Aldrin (µg/L)","Alfa cipermetrina (µg/L)","AMPA (µg/L)","Atrazina (µg/L)","Atrazina desetil (µg/L)","Atrazina desisopropil (µg/L)","Azoxiestrobina (µg/L)","Clordano Cis (µg/L)","Clordano Trans (µg/L)","Clorofila_a_(lab_µg) (µg/L)","Clorpirifos (µg/L)","Clorpirifos Metil (µg/L)","Coliformes Termotolerantes (Fecales) (Membrana Filtrante) (ufc/100ml)","Color (unidad de color)","Compuestos Halogenados adsorbibles (AOX) (µg/L)","Conductividad (µS/cm)","Cromo VI (mg/L)","DBO5 (mg O2/L)","Demanda química de oxigeno (DQO) (mg O2/L)","Diazinon (µg/L)","Dieldrin (µg/L)","Diuron (µg/L)","Endosulfan alfa (µg/L)","Endosulfan beta (µg/L)","Endosulfan sulfato (µg/L)","Endrin (µg/L)","Escherichia coli (Memabrana Filtrante) (ufc/100ml)","Escherichia coli (Sustrato Definido - Colilert®) (NMP/100mL)","Etil Paration (µg/L)","Etion (µg/L)","Feofitina a (µg/L)","Fipronil (µg/L)","Floración Algal (sin unid)","Fluroxipir meptil (µg/L)","Fosfato (ortofosfato) (µg PO4-P/L)","Fósforo total (µg P/L)","Glifosato (µg/L)","Heptacloro (µg/L)","Heptacloro Epoxido (µg/L)","Hexaclorobenceno (µg/L)","Ion Nitrito (mg NO2-N/L)","Lindano (µg/L)","Malathion (µg/L)","Mercurio total (mg/L)","Metil Paration (µg/L)","Metoxicloro (µg/L)","Mirex (µg/L)","Nitrato (mg NO3-N/L)","Nitrógeno Amoniacal (amonio) (mg NH4-N/L)","Nitrógeno total (mg N/L)","o,p' DDD (µg/L)","o,p' DDE (µg/L)","o,p' DDT (µg/L)","Oxigeno disuelto (mg/L)","Potencial de hidrogeno (pH) (sin unid)","p,p' DDD (µg/L)","p,p' DDE (µg/L)","p,p' DDT (µg/L)","Profundidad_Sitio (m)","Saturación de oxígeno (%)","Simazina (µg/L)","Sólidos suspendidos totales (mg/L)","Sólidos totales (mg/L)","Temperatura (ºC)","Transparencia (cm)","Trifloxiestrobina (µg/L)","Trifluralina (µg/L)","Turbidez (NTU)"
"2018-10-16 13:23:00","SJ02","","","","","","","","","","","","","","","","130","","244.5","","1.8","","","","","","","","","","","","","","","","","78","190","","","","","<LD","","","","","","","0.27","0.074","1.05","","","","8.24","7.21","","","","","105.3","","<LC","230","17.2","","","","19.5"
"2018-10-16 14:17:00","SJ01","","","","","","","","","","","","","","","20","150","","237.6","","1.6","","","","","","","","","","","","","","","","","94","200","","","","","<LD","","","","","","","0.17","0.067","0.94","","","","6.71","6.95","","","","","73.4","","<LC","220","16.7","","","","23.3"
"2018-10-17 10:15:00","SLC01","","","","","","","","","","","","","","","40","100","","198.9","","1.6","","","","","","","","","","","","","","","","","55","100","","","","","<LD","","","","","","","0.14","0.049","1.21","","","","8.02","7.25","","","","","90.4","","<LC","160","20.7","","","","20.1"
"2018-10-17 11:03:00","SLC02","","","","","","","","","","","","","","","160","100","","233.6","","6.1","","","","","","","","","","","","","","","","","52","160","","","","","<LD","","","","","","","0.25","0.025","1.9","","","","8.47","7.14","","","","","95.6","","<LC","200","19.3","","","","16.4"
"2018-10-17 11:43:00","PS01=SLC03","","","","","","","","","","","","2.5","","","940","100","","258","","2","","","","","","","","","","","","","<LD","","","","200","290","","","","","0.012","","","","","","","0.38","0.081","1.53","","","","8.06","7.14","","","","","94.3","","13","200","21.1","","","","20.4"
"2018-10-17 12:57:00","PS02","","","","","0.76","<LC","","","","","","LD<x<LC","","","40","","<LC","150.9","","","","","","","<LD","<LD","<LD","","","","","","<LD","","","","360","380","<LC","","","","0.013","","","","","","","0.39","0.18","1.62","","","","6.09","6.81","","","","","71.7","","<LC","160","20.1","65","","","24.9"
"2018-10-17 13:22:00","PS04","","","","","","","","","","","","38","","","<10","","","139.8","","","","","","","","","","","","","","","LD<x<LC","","","","320","350","","","","","0.019","","","","","","","0.32","0.12","1.58","","","","6.8","6.64","","","","","80.6","","<LC","140","20.9","50","","","28.4"
"2018-10-17 13:37:00","PS03","","","","","","","","","","","","9.5","","","<10","","","143.2","","","","","","","","","","","","","","","<LD","","","","310","340","","","","","0.023","","","","","","","0.35","0.11","1.51","","","","7.8","6.81","","","","","94.6","","<LC","130","22.6","45","","","23.7"
"2018-10-18 09:20:00","SL01","","","","","","","","","","","","","","","","65","","248.6","","3.3","","","","","","","","","","","","","","","","","23","88","","","","","0.006","","","","","","","0.28","0.015","0.77","","","","8.8","7.68","","","","","97.8","","<LC","190","20.2","","","","12.2"
"2018-10-18 10:00:00","SL02","<LD","","","","","","","","","","","","","","","75","","179","<0.003","1.4","","","","","","","","","","","","","","","","","<LC","50","","","","","LD<X<LC","","","","","","","0.12","0.031","0.78","","","","8.5","7.13","","","","","95.2","","<LC","150","20","","","","16.9"
"2018-10-18 11:05:00","SL03","","","","","","","","","","","","","","","50","50","","261.5","","<5","","","","","","","","","","","","","","","","","51","88","","","","","LD<X<LC","","","","","","","0.25","0.033","0.78","","","","9.04","7.64","","","","","103.3","","<LC","200","21.8","","","","11.7"
"2018-10-18 11:52:00","SL04","","","","","","","","","","","","","","","60","65","","273.1","","<5","","","","","","","","","","","","","","","","","130","180","","","","","LD<X<LC","","","","","","","0.33","0.029","0.71","","","","9.13","7.35","","","","","104.3","","11","200","21.3","","","","17.4"
"2018-10-18 12:35:00","AV 05","","","","","1.02","<LC","","","","","","LD<x<LC","","","60","100","<LD","434.3","<0.003","LD<x<LC","","","","","<LD","<LD","<LD","","","200","","","<LD","","","","490","570","<LC","","","","0.005","","","<LC","","","","0.6","0.032","1.3","","","","8.29","7.43","","","","","91.9","","10","310","19","","","","16"
"2018-10-18 13:03:00","SL05","","","","","0.56","<LC","","","","","","","","","220","100","17","253.4","","<5","","","","","<LD","<LD","<LD","","","","","","","","","","200","260","<LC","","","","LD<X<LC","","","","","","","0.41","0.019","1.05","","","","8.6","7.83","","","","","101.5","","9.6","190","23.7","","","","20.4"
"2018-10-19 09:08:00","CG03","","","","","","","","","","","","2.3","","","<10","","","218","","<5","","","","","","","","","","","","","<LD","","","","340","480","","","","","LD<X<LC","","","","","","","0.45","0.098","1.31","","","","8.43","7.61","","","","","93","","<LC","280","20.8","25","","","76.8"
"2018-10-19 09:30:00","CG02","","","","","","","","","","","","2.4","","","<10","200","","221.1","","<5","","","","","","","","","","","","","<LD","","","","470","520","","","","","0.005","","","","","","","0.66","0.056","1.5","","","","8.55","7.7","","","","","95.2","","9.3","270","21.4","25","","","72.4"
"2018-10-19 10:25:00","CA02","","","","","","","","","","","","","","","2400","150","","626","","<5","","","","","","","","","","","","","","","","","1100","1300","","","","","0.2","","","","","","","2.4","1.2","4.39","","","","3.19","7.51","","","","","34.7","","15","460","19.7","","","","26.8"
"2018-10-19 10:55:00","CA04","","","","","1.3","<LC","","","","","","","","","200","150","20","450.9","","<5","","","","","<LD","<LD","<LD","","","","","","","","","","840","950","0.9","","","","0.035","","","","","","","1.3","0.087","2.33","","","","6.06","7.58","","","","","67.1","","15","380","20.4","","","","46.9"
"2018-10-19 11:35:00","CA01","","","","","","","","","","","","","","","<10","130","","635","","5","","","","","","","","","","","","","","","","","800","940","","","","","0.006","","","","","","","0.35","0.038","1.53","","","","6.83","7.62","","","","","64.5","","16","460","20.2","","","","23.3"
"2018-10-19 12:05:00","CG01","","","","","","","","","","","","3.8","","","30","","","806","","<5","","","","","","","","","","","","","<LD","","","","470","520","","","","","LD<X<LC","","","","","","","0.62","0.063","1.15","","","","5.83","7.75","","","","","64.8","","<LC","560","20.4","","","","13.9"
"2018-12-11 09:37:00","SJ04","","","","","","0.25","","","","","","","","","","100","<LC","332.8","","1.6","","","","","<LD","<LD","<LD","","","","","","","","","","340","390","<LD","","","","0.005","","","","","","","1","0.068","1.34","","","","5.85","6.74","","","","","67.9","","9.7","260","22.9","50","","","17.7"
"2018-12-11 09:58:00","SL06","","","","","","0.27","","","","","","","","","","100","19","304.9","","2","","","","","<LD","<LD","<LD","","","","","","","","","","230","340","<LD","","","","LD<X<LC","","","","","","","0.64","0.053","1.04","","","","7.11","7.04","","","","","83","","<LC","230","23.4","64","","","18"
"2018-12-11 10:46:00","CO01","<LD","","","","","","","","","","","","","","","100","","933","<0.006","5.1","","","","","","","","","","","","","","","","","630","740","","","","","0.11","","","","","","","2.4","0.23","2.97","","","","5.8","7.16","","","","","67.2","","33","580","22.9","39","","","37.9"
"2018-12-11 12:25:00","SJ03","","","","","","","","","","","","","","","","100","","359.4","","3","","","","","","","","","","","","","","","","","340","370","","","","","LD<X<LC","","","","","","","1.2","0.05","1.59","","","","7.39","7.57","","","","","84.8","","24","280","22.2","","","","22.5"
"2018-12-11 12:55:00","SJ05","<LD","","","","","0.38","","","","","","","","","","","31","551","<0.006","2.6","","","","","<LD","<LD","<LD","","","","","","","","","","790","920","<LD","","","","0.005","","","","","","","0.33","0.066","1.2","","","","6.22","7.57","","","","","69.4","","<LC","400","20.3","","","","14.3"
"2018-12-11 13:50:00","SJ02","","","","","","","","","","","","","","","","100","","281.3","","LD<x<LC","","","","","","","","","","","","","","","","","190","250","","","","","LD<X<LC","","","","","","","0.62","0.052","1.12","","","","6.84","7.61","","","","","77.2","","<LC","220","21","","","","14.2"
"2018-12-11 14:42:00","SJ01","","","","","","","","","","","","","","","35","130","","224.3","","2.1","","","","","","","","","","","","","","","","","240","310","","","","","LD<X<LC","","","","","","","0.41","0.076","1.16","","","","5.42","7.51","","","","","61.5","","<LC","190","21","","","","15.8"
"2018-12-12 01:40:00","PS02","","","","","","0.19","","","","","","<LD","","","","","<LD","203.5","","","","","","","<LD","<LD","<LD","","","","","","<LD","","","","","","<LD","","","","LD<X<LC","","","","","","","0.63","0.06","1.09","","","","7.51","7.51","","","","","88.5","","<LC","170","21.6","83","","","17.3"
"2018-12-12 10:15:00","SLC01","","","","","","","","","","","","","","","","100","","258.4","","2","","","","","","","","","","","","","","","","","55","120","","","","","LD<X<LC","","","","","","","0.12","0.093","1.02","","","","6.98","7.5","","","","","82.1","","<LC","200","22.7","","","","15"
"2018-12-12 10:50:00","SLC02","","","","","","","","","","","","","","","","85","","275.3","","2.6","","","","","","","","","","","","","","","","","52","290","","","","","LD<X<LC","","","","","","","0.19","0.079","0.96","","","","7.18","7.43","","","","","84.2","","<LC","210","22.5","","","","15"
"2018-12-12 11:24:00","PS01=SLC03","","","","","","","","","","","","LD<x<LC","","","","85","","309.7","","2.7","","","","","","","","","","","","","<LD","","","","320","380","","","","","0.017","","","","","","","0.57","0.096","1.25","","","","6.31","7.5","","","","","77.2","","<LC","220","24.5","","","","8.31"
"2018-12-12 12:45:00","PS03","","","","","","","","","","","","LD<x<LC","","","","","","223.4","","","","","","","","","","","","","","","<LD","","","","330","340","","","","","0.012","","","","","","","0.65","0.056","1.19","","","","7.41","7.06","","","","","87.3","","<LC","190","22.5","80","","","18"
"2018-12-12 13:20:00","PS04","","","","","","","","","","","","3.4","","","","","","213.8","","","","","","","","","","","","","","","<LD","","","","380","390","","","","","LD<X<LC","","","","","","","0.62","0.068","1.14","","","","7.63","7.5","","","","","91.1","","<LC","200","22.8","75","","","17.6"
"2018-12-13 10:07:00","SL01","","","","","","","","","","","","","","","","20","","393.3","","2.1","","","","","","","","","","","","","","","","","65","120","","","","","LD<X<LC","","","","","","","0.22","0.067","0.7","","","","8.32","7.89","","","","","94.9","","<LC","270","21.8","","","","3.97"
"2018-12-13 10:41:00","SL02","<LC","","","","","","","","","","","","","","","50","","249.3","<0.006","LD<x<LC","","","","","","","","","","","","","","","","","30","87","","","","","<LD","","","","","","","<LD","0.11","0.59","","","","7.74","7.72","","","","","88","","<LC","190","21.3","","","","5.66"
"2018-12-13 11:42:00","SL03","","","","","","","","","","","","","","","400","30","","365.3","","<5","","","","","","","","","","","","","","","","","41","110","","","","","<LD","","","","","","","<LC","0.056","0.29","","","","8.44","7.84","","","","","96.4","","<LC","260","21.9","","","","4.66"
"2018-12-13 12:34:00","SL04","","","","","","","","","","","","","","","1000","41","","368","","<5","","","","","","","","","","","","","","","","","120","170","","","","","<LD","","","","","","","<LD","0.071","0.21","","","","8.68","7.8","","","","","96.8","","<LC","280","20.6","","","","7"
"2018-12-13 13:21:00","AV 05","","","","","","0.14","","","","","","LD<x<LC","","","1200","65","<LC","572","<0.006","2.5","","","","","<LD","<LD","<LD","","900","","","","<LD","","","","680","730","<LC","","","","0.008","","","<LD","","","","0.51","0.048","1.45","","","","7.87","7.75","","","","","85.7","","<LC","440","19.3","","","","8.88"
"2018-12-13 13:44:00","SL05","","","","","","0.12","","","","","","","","","1000","65","<LC","331.1","","<5","","","","","<LD","<LD","<LD","","","","","","","","","","230","290","<LD","","","","LD<X<LC","","","","","","","0.21","0.075","0.8","","","","8.62","7.81","","","","","96.3","","<LC","230","21.3","","","","12.7"
"2018-12-14 08:21:00","CA04","","","","","","1.3","","","","","","","","","51000","200","21","272.8","","6","","","","","<LD","<LD","<LD","","","","","","","","","","950","970","<LD","","","","0.025","","","","","","","2.9","0.089","","","","","7.26","7.66","","","","","74.8","","62","340","16.1","","","","121"
"2018-12-14 08:54:00","CA01","","","","","","","","","","","","","","","24000","250","","467","","7","","","","","","","","","","","","","","","","","620","720","","","","","0.011","","","","","","","0.61","0.05","","","","","6.85","7.53","","","","","70.8","","160","460","16.5","","","","228"
"2018-12-14 09:26:00","CG01","","","","","","","","","","","","LD<x<LC","","","23000","","","319","","6","","","","","","","","","","","","","<LD","","","","440","530","","","","","0.014","","","","","","","0.7","<LD","","","","","7.07","7.5","","","","","73.9","","62","330","16.8","","","","125"
"2018-12-14 09:53:00","CA02","","","","","","","","","","","","","","","80000","200","","264.1","","7","","","","","","","","","","","","","","","","","790","910","","","","","0.039","","","","","","","2.4","0.25","","","","","7.29","7.39","","","","","76.3","","57","330","17","","","","123"
"2019-02-19 09:25:00","SJ04","","","","","","<LD","","","","","","","","","20","100","19.3","281.9","","LD<x<LC","","","","","<LD","<LD","<LD","","","","","","","","","","320","350","<LC","","","","0.006","","","","","","","0.56","0.1","1.38","","","","4.47","7.6","","","","","54.5","","<LC","250","24.9","60","","","18.8"
"2019-02-19 09:39:00","SL06","","","","","","<LD","","","","","","","","","20","100","<LD","243.3","","LD<x<LC","","","","","<LD","<LD","<LD","","","","","","","","","","290","350","<LC","","","","LD<X<LC","","","","","","","0.5","0.072","1.2","","","","5.99","7.22","","","","","73.8","","<LC","210","25.4","55","","","16.2"
"2019-02-19 10:26:00","CO01","<LD","","","","","","","","","","","","","","<LC","130","","283.9","<LC","1.8","","","","","","","","","","","","","","","","","200","190","","","","","0.01","","","","","","","0.5","0.07","1.3","","","","6.13","7.22","","","","","76.9","","17","240","25.8","40","","","25.5"
"2019-02-19 12:17:00","SJ03","","","","","","","","","","","","","","","80","100","","308.3","","3.1","","","","","","","","","","","","","","","","","330","340","","","","","LD<X<LC","","","","","","","<LD","0.1","1.87","","","","6.05","7.48","","","","","79.6","","<LC","240","28.8","","","","19.3"
"2019-02-19 12:33:00","SJ05","<LD","","","","","<LD","","","","","","","","","320","130","<LC","463","<LC","1.3","","","","","<LD","<LD","<LD","","","","","","","","","","720","770","5.1","","","","LD<X<LC","","","","","","","0.18","0.11","1.28","","","","4.24","7.14","","","","","51","","25","420","22.8","","","","18.3"
"2019-02-19 13:28:00","SJ02","","","","","","","","","","","","","","","30","75","","283","","1.9","","","","","","","","","","","","","","","","","120","150","","","","","LD<X<LC","","","","","","","<LD","0.075","1.13","","","","5.98","7.11","","","","","73.2","","<LC","230","25.1","","","","17.3"
"2019-02-19 14:20:00","SJ01","","","","","","","","","","","","","","","35","100","","244.5","","3.8","","","","","","","","","","","","","","","","","140","150","","","","","LD<X<LC","","","","","","","<LC","0.17","1.49","","","","4.78","7.13","","","","","61.8","","<LC","210","26","","","","11.5"
"2019-02-20 10:37:00","SLC01","","","","","","","","","","","","","","","220","75","","224","","1.8","","","","","","","","","","","","","","","","","30","78","","","","","LD<X<LC","","","","","","","0.25","0.05","1.26","","","","7.64","7.25","","","","","101.7","","9","190","26.7","","","","14.3"
"2019-02-20 11:17:00","SLC02","","","","","","","","","","","","","","","170","75","","219.3","","2.4","","","","","","","","","","","","","","","","","160","170","","","","","LD<X<LC","","","","","","","0.4","0.12","1.39","","","","6.47","7.45","","","","","81.9","","<LC","180","27","","","","14.5"
"2019-02-20 12:10:00","PS01=SLC03","","","","","","","","","","","","LD<x<LC","","","49000","80","","253.1","","3.1","","","","","","","","","","","","","<LD","","","","220","250","","","","","LD<X<LC","","","","","","","0.46","0.064","1.32","","","","6.57","7.11","","","","","89.7","","<LC","190","30","","","","13.2"
"2019-02-21 09:40:00","SL01","","","","","","","","","","","","","","","40","39","","319.3","","1.6","","","","","","","","","","","","","","","","","53","81","","","","","LD<X<LC","","","","","","","<LC","0.062","1.07","","","","7.3","7.75","","","","","92.6","","<LC","210","26.9","","","","6.68"
"2019-02-21 10:15:00","SL02","<LD","","","","","","","","","","","","","","240","65","","221.2","<LC","1.4","","","","","","","","","","","","","","","","","27","50","","","","","LD<X<LC","","","","","","","0.1","0.048","0.96","","","","6.8","7.8","","","","","88.5","","<LC","160","27.4","","","","9.45"
"2019-02-21 11:20:00","SL03","","","","","","","","","","","","","","","30","40","","302.5","","<5","","","","","","","","","","","","","","","","","35","56","","","","","<LD","","","","","","","<LD","0.039","0.68","","","","7.12","7.5","","","","","102.1","","<LC","220","29.7","","","","6.9"
"2019-02-21 12:10:00","SL04","","","","","","","","","","","","","","","20","40","","336","","<5","","","","","","","","","","","","","","","","","97","140","","","","","<LD","","","","","","","0.086","0.051","0.82","","","","8.98","8.01","","","","","120.2","","<LC","220","29.4","","","","6.32"
"2019-02-21 12:47:00","AV 05","","","","","","<LD","","","","","","LD<x<LC","","","240","130","<LC","453.9","<LC","4.6","","","","","<LD","<LD","<LD","","","640","","","<LD","","","","600","700","5.5","","","","LD<X<LC","","","<LD","","","","<LD","0.054","2.65","","","","7.39","7.39","","","","","101.7","","17","350","26.5","","","","16.6"
"2019-02-21 13:05:00","SL05","","","","","","<LD","","","","","","","","","160","80","<LD","279.4","","<5","","","","","<LD","<LD","<LD","","","","","","","","","","230","260","<LD","","","","LD<X<LC","","","","","","","0.1","0.059","1.48","","","","8.37","8","","","","","110.7","","12","200","29.5","","","","16.2"
"2019-02-22 08:43:00","CA02","","","","","","","","","","","","","","","180","200","","389.5","","<5","","","","","","","","","","","","","","","","","1200","1200","","","","","0.027","","","","","","","0.4","0.13","2.68","","","","3.9","7.53","","","","","47.8","","19","310","25.4","","","","35.1"
"2019-02-22 09:25:00","CG03","","","","","","","","","","","","5.7","","","<10","","","187.8","","<5","","","","","","","","","","","","","<LD","","","","750","770","","","","","0.006","","","","","","","0.23","0.051","1.37","","","","6.45","7.42","","","","","81.3","","<LC","230","27.4","25","","","70.6"
"2019-02-22 09:53:00","CG02","","","","","","","","","","","","13","","","<10","250","","181.9","","5","","","","","","","","","","","","","<LD","","","","730","750","","","","","LD<X<LC","","","","","","","0.81","0.062","1.51","","","","6.7","7.43","","","","","85.7","","12","230","27.8","25","","","71.2"
"2019-02-22 11:00:00","CA04","","","","","","<LD","","","","","","","","","50","200","<LC","322.1","","<5","","","","","<LD","<LD","<LD","","","","","","","","","","940","1000","4.1","","","","0.03","","","","","","","0.16","0.24","2.22","","","","4.48","7.01","","","","","57.5","","12","290","27.3","","","","51.2"
"2019-02-22 11:35:00","CA01","","","","","","","","","","","","","","","50","200","","382.4","","<5","","","","","","","","","","","","","","","","","1000","1200","","","","","0.01","","","","","","","1.1","0.1","2","","","","4.31","7.05","","","","","55","","13","290","27.2","","","","24.7"
"2019-02-22 12:10:00","CG01","","","","","","","","","","","","9.6","","","10","","","592","","<5","","","","","","","","","","","","","<LD","","","","470","500","","","","","0.011","","","","","","","0.13","0.11","1.59","","","","3.37","7.31","","","","","42.9","","<LC","420","26.7","","","","17.8"
"2019-04-23 10:36:00","SJ03","","","","","","","","","","","","","","","<LC","50","","368.2","","2.9","","","","","","","","","","","","","","","","","270","300","","","","","<LD","","","","","","","0.73","0.048","1.26","","","","9.56","7.01","","","","","95.6","","<LC","230","16.1","","","","17.4"
"2019-04-23 11:00:00","SJ05","<LD","","","","<LC","<LD","","","","","","","","","<LC","85","18","631.1","<LD","2","","","","","<LD","<LD","<LD","","","","","","","","","","420","450","<LD","","","","<LD","","","","","","","0.21","0.067","0.92","","","","6.45","7.53","","","","","62.3","","10","560","14.2","","","","17.2"
"2019-04-23 12:00:00","SJ02","","","","","","","","","","","","","","","<LC","38","","351.5","","LD<x<LC","","","","","","","","","","","","","","","","","88","120","","","","","<LD","","","","","","","0.28","0.028","0.91","","","","9.27","7.89","","","","","92.4","","<LC","280","15.5","","","","14.5"
"2019-04-23 12:45:00","SJ01","","","","","","","","","","","","","","","25","40","","275.5","","LD<x<LC","","","","","","","","","","","","","","","","","100","120","","","","","<LD","","","","","","","0.21","0.098","0.65","","","","7.21","7.92","","","","","72.5","","<LC","230","15.6","","","","10.3"
"2019-04-24 10:00:00","SLC01","","","","","","","","","","","","","","","30","40","","329.1","","1.3","<LD","","","","","","","","","","","","","","","","29","62","","","","","<LD","","","","","","","0.21","0.18","","","","","8.96","6.55","","","","","91","","<LC","230","16.2","","","","13.1"
"2019-04-24 10:30:00","SLC02","","","","","","","","","","","","","","","<LC","39","","358.8","","1.3","<LC","","","","","","","","","","","","","","","","140","160","","","","","LD<X<LC","","","","","","","LD<X<LC","0.021","","","","","9.28","7.69","","","","","95.6","","<LC","250","16.8","","","","13.5"
"2019-04-24 11:00:00","PS01=SLC03","","","","","","","","","","","","2.3","","","30","40","","388.8","","LD<x<LC","<LC","","","","","","","","","","","","<LD","","","","290","310","","","","","0.017","","","","","","","0.7","0.064","","","","","8.96","7.93","","","","","93.9","","<LC","280","16.2","","","","13.6"
"2019-04-24 12:00:00","PS03","","","","","","","","","","","","LD<x<LC","","","<LC","","","202.9","","","21","","","","","","","","","","","","<LD","","","","340","360","","","","","0.008","","","","","","","0.51","0.039","","","","","7.56","7.67","","","","","81.8","","<LC","140","19.2","70","","","26.9"
"2019-04-24 12:20:00","PS04","","","","","","","","","","","","LD<x<LC","","","<LC","","","185.5","","","<LC","","","","","","","","","","","","<LD","","","","360","370","","","","","<LD","","","","","","","0.52","0.039","","","","","7.68","7.6","","","","","82.9","","<4.6","130","19.3","70","","","20.6"
"2019-04-24 12:40:00","PS02","","","","","<LC","<LC","","","","","","<LD","","","<LC","","18","183.1","","","23","","","","<LD","<LD","<LD","","","","","","<LD","","","","330","360","<LD","","","","<LD","","","","","","","0.5","0.022","","","","","7.27","7.73","","","","","79.1","","<LC","160","19.4","75","","","25.3"
"2019-04-25 09:30:00","SL01","","","","","","","","","","","","","","","","25","","405.5","","1.6","","","","","","","","","","","","","","","","","87","110","","","","","LD<X<LC","","","","","","","0.68","0.56","0.96","","","","9.21","6.67","","","","","95.1","","<LC","260","17","","","","8.04"
"2019-04-25 10:00:00","SL02","23","","","","","","","","","","","","","","","25","","288.9","<LD","LD<x<LC","","","","","","","","","","","","","","","","","<LC","<LC","","","","","<LD","","","","","","","<LD","0.052","0.4","","","","9.1","7.6","","","","","92.9","","<LC","200","16.1","","","","5.7"
"2019-04-25 10:55:00","SL03","","","","","","","","","","","","","","","3100","25","","340.1","","<5","","","","","","","","","","","","","","","","","35","69","","","","","<LD","","","","","","","0.23","0.046","0.36","","","","11.76","8.3","","","","","126.4","","<LC","230","19.4","","","","17"
"2019-04-25 11:50:00","SL04","","","","","","","","","","","","","","","<5","25","","425.2","","10","","","","","","","","","","","","","","","","","83","110","","","","","<LD","","","","","","","<LD","0.034","0.3","","","","10.83","7.83","","","","","115","","<LC","250","18.3","","","","7.21"
"2019-04-25 12:30:00","AV 05","","","","","<LC","<LD","","","","","","3.7","","","35","50","<LD","641.7","<LD","2.9","","","","","<LD","<LD","<LD","","","380","","","<LD","","","","400","440","<LD","","","","LD<X<LC","","","<LC","","","","0.4","0.071","1.4","","","","8.77","7.97","","","","","92","","17","450","17.6","","","","10.1"
"2019-04-25 12:55:00","SL05","","","","","<LC","<LD","","","","","","","","","50","50","<LD","348.3","","<5","","","","","<LD","<LD","<LD","","","","","","","","","","220","240","<LD","","","","<LD","","","","","","","0.22","0.024","1.25","","","","9.66","8.31","","","","","104.3","","<LC","240","19.7","","","","19.3"
"2019-04-26 09:00:00","CA02","","","","","","","","","","","","","","","190","80","","835","","5","","","","","","","","","","","","","","","","","1500","1600","","","","","0.035","","","","","","","9.6","0.06","13.8","","","","5.94","8.06","","","","","60.7","","11","600","16.7","","","","23.7"
"2019-04-26 09:30:00","CG03","","","","","","","","","","","","LD<x<LC","","","10","","","197","","<5","","","","","","","","","","","","","<LD","","","","680","820","","","","","LD<X<LC","","","","","","","0.23","0.03","0.87","","","","8.92","8.14","","","","","93.4","","12","290","17.7","10","","","160"
"2019-04-26 09:50:00","CG02","","","","","","","","","","","","LD<x<LC","","","20","250","","102.1","","<5","","","","","","","","","","","","","<LD","","","","780","810","","","","","LD<X<LC","","","","","","","0.25","0.027","1.59","","","","8.67","7.85","","","","","91","","18","300","18.1","10","","","173"
"2019-04-26 10:45:00","CA01","","","","","","","","","","","","","","","100","100","","749","","<5","","","","","","","","","","","","","","","","","800","860","","","","","<LD","","","","","","","LD<X<LC","0.052","1.18","","","","6.58","7.78","","","","","67","","17","550","16.6","","","","34.6"
"2019-04-26 11:15:00","CG01","","","","","","","","","","","","14","","","90","","","442.7","","5","","","","","","","","","","","","","<LD","","","","310","370","","","","","LD<X<LC","","","","","","","0.17","0.021","0.93","","","","6.47","7.92","","","","","66","","<LC","700","16.4","","","","16.2"
"2019-04-26 11:45:00","CA04","","","","","0.5","<LD","","","","","","","","","150","200","34","403.1","","<5","","","","","<LD","<LD","<LD","","","","","","","","","","890","970","<LD","","","","0.005","","","","","","","1.6","0.046","2.94","","","","7.99","8.18","","","","","82.4","","21","370","17.1","","","","131"
"2019-06-11 09:20:00","SJ04","","","","","0.56","<LD","","","","","","","","","<LD","100","<LD","248.9","","LD<x<LC","","","","","<LD","<LD","<LD","","","","","","","","","","250","300","<LC","","","","0.007","","","","","","","0.56","0.082","1.49","","","","8.33","7.32","","","","","79.1","","<LC","260","13.2","35","","","23.6"
"2019-06-11 09:35:00","SL06","","","","","<LC","<LD","","","","","","","","","<LD","100","<LC","236.6","","LD<x<LC","","","","","<LD","<LD","<LD","","","","","","","","","","220","290","<LD","","","","0.005","","","","","","","4.7","0.06","1.45","","","","8.7","7.36","","","","","82.8","","<LC","260","13.4","45","","","21.5"
"2019-06-11 10:35:00","CO01","<LD","","","","","","","","","","","","","","<LD","130","","192.7","<0.01","LD<x<LC","","","","","","","","","","","","","","","","","230","270","","","","","LD<X<LC","","","","","","","0.12","0.044","1.3","","","","9.49","7.43","","","","","90.9","","15","200","13.7","30","","","40.1"
"2019-06-11 12:20:00","SJ03","","","","","","","","","","","","","","","<LD","100","","298.3","","2.7","","","","","","","","","","","","","","","","","280","330","","","","","0.021","","","","","","","0.06","0.25","2.01","","","","8.81","7.43","","","","","84.9","","<LC","290","14.1","","","","16.6"
"2019-06-11 12:40:00","SJ05","<LD","","","","0.54","<LD","","","","","","","","","<LD","80","<LD","551","<0.01","2.6","","","","","<LD","<LD","<LD","","","","","","","","","","680","700","<LD","","","","<LD","","","","","","","0.5","0.027","1.61","","","","8.92","7.59","","","","","85.3","","<LC","480","13.2","","","","8.54"
