"Fecha","Estación","Aceites y grasas (mg/L)","Alacloro (µg/L)","Aldrin (µg/L)","Alfa cipermetrina (µg/L)","AMPA (µg/L)","Atrazina (µg/L)","Atrazina desetil (µg/L)","Atrazina desisopropil (µg/L)","Azoxiestrobina (µg/L)","Clordano Cis (µg/L)","Clordano Trans (µg/L)","Clorofila_a_(lab_µg) (µg/L)","Clorpirifos (µg/L)","Clorpirifos Metil (µg/L)","Coliformes Termotolerantes (Fecales) (Membrana Filtrante) (ufc/100ml)","Color (unidad de color)","Compuestos Halogenados adsorbibles (AOX) (µg/L)","Conductividad (µS/cm)","Cromo VI (mg/L)","DBO5 (mg O2/L)","Demanda química de oxigeno (DQO) (mg O2/L)","Diazinon (µg/L)","Dieldrin (µg/L)","Diuron (µg/L)","Endosulfan alfa (µg/L)","Endosulfan beta (µg/L)","Endosulfan sulfato (µg/L)","Endrin (µg/L)","Escherichia coli (Memabrana Filtrante) (ufc/100ml)","Escherichia coli (Sustrato Definido - Colilert®) (NMP/100mL)","Etil Paration (µg/L)","Etion (µg/L)","Feofitina a (µg/L)","Fipronil (µg/L)","Floración Algal (sin unid)","Fluroxipir meptil (µg/L)","Fosfato (ortofosfato) (µg PO4-P/L)","Fósforo total (µg P/L)","Glifosato (µg/L)","Heptacloro (µg/L)","Heptacloro Epoxido (µg/L)","Hexaclorobenceno (µg/L)","Ion Nitrito (mg NO2-N/L)","Lindano (µg/L)","Malathion (µg/L)","Mercurio total (mg/L)","Metil Paration (µg/L)","Metoxicloro (µg/L)","Mirex (µg/L)","Nitrato (mg NO3-N/L)","Nitrógeno Amoniacal (amonio) (mg NH4-N/L)","Nitrógeno total (mg N/L)","o,p' DDD (µg/L)","o,p' DDE (µg/L)","o,p' DDT (µg/L)","Oxigeno disuelto (mg/L)","Potencial de hidrogeno (pH) (sin unid)","p,p' DDD (µg/L)","p,p' DDE (µg/L)","p,p' DDT (µg/L)","Profundidad_Sitio (m)","Saturación de oxígeno (%)","Simazina (µg/L)","Sólidos suspendidos totales (mg/L)","Sólidos totales (mg/L)","Temperatura (ºC)","Transparencia (cm)","Trifloxiestrobina (µg/L)","Trifluralina (µg/L)","Turbidez (NTU)"
"2012-11-08 00:00:00","SL05","","","","","","","","","","","","","","","20","100","","174.5","","","","","","","","","","","","","","","","","","","","257","","","","","0.005","","","","","","","0.32","0.034","","","","","6.48","7.15","","","","","","","","","26.1","","","","35"
"2012-11-08 00:00:00","SL02","","","","","","","","","","","","","","","","85","","138.8","","1.08","","","","","","","","","","","","","","","","","","114","","","","","0.003","","","","","","","0.12","0.021","","","","","5.23","7.18","","","","","","","","","24.2","","","","14"
"2012-11-08 00:00:00","SL03","","","","","","","","","","","","","","","50","65","","178.4","","","","","","","","","","","","","","","","","","","","137","","","","","0.003","","","","","","","0.22","0.006","","","","","6.84","7.34","","","","","","","","","24.8","","","","24"
"2012-11-08 00:00:00","SL01","","","","","","","","","","","","","","","","50","","205.8","","1.08","","","","","","","","","","","","","","","","","","116","","","","","0.003","","","","","","","0.26","0.021","","","","","4.94","7.33","","","","","","","","","23.3","","","","11"
"2012-11-08 00:00:00","SL04","","","","","","","","","","","","","","","50","85","","196.5","","","","","","","","","","","","","","","","","","","","207","","","","","0.003","","","","","","","0.27","0.015","","","","","6.49","7.2","","","","","","","","","26.6","","","","35"
"2012-11-09 00:00:00","CG03","","","","","","","","","","","","1.2","","","10","","","139.1","","","","","","","","","","","","","","","0.5","","","","","739","","","","","0.015","","","","","","","0.33","0.089","","","","","5.44","6.99","","","","","","","","","24.8","","","","34"
"2012-11-09 00:00:00","CA04","","","","","","","","","","","","","","","10","200","","278.8","","","","","","","","","","","","","","","","","","","","884","","","","","0.037","","","","","","","0.93","0.15","","","","","3.28","7.11","","","","","","","","","23.5","","","","60"
"2012-11-09 00:00:00","CG01","","","","","","","","","","","","17.6","","","200","","","430.5","","","","","","","","","","","","","","","4.3","","","","","760","","","","","0.014","","","","","","","0.42","0.041","","","","","2.83","7.16","","","","","","","","","22.5","","","","36"
"2012-11-09 00:00:00","CA02","","","","","","","","","","","","","","","10","200","","443.1","","","","","","","","","","","","","","","","","","","","1800","","","","","0.098","","","","","","","0.95","2.9","","","","","2.02","7.1","","","","","","","","","24.2","","","","55"
"2012-11-09 00:00:00","CA01","","","","","","","","","","","","","","","10","200","","497.5","","","","","","","","","","","","","","","","","","","","1070","","","","","0.006","","","","","","","0.25","0.061","","","","","2.72","7.25","","","","","","","","","24.5","","","","30"
"2013-01-08 00:00:00","CO01","10.7","","","","","","","","","","","","","","","200","","209.5","0.003","2","","","","","","","","","","","","","","","","","","429","","","","","0.008","","","","","","","0.42","0.05","","","","","5.19","6.9","","","","","","","","","26.5","","","","39"
"2013-01-08 00:00:00","SJ02","","","","","","","","","","","","","","","","100","","242.5","","1.08","","","","","","","","","","","","","","","","","","165","","","","","0.003","","","","","","","0.26","0.025","","","","","5.47","7.2","","","","","","","","","26.1","","","","15"
"2013-01-08 00:00:00","SJ04","","","","","","","","","","","","","","","","130","","181.3","","1.08","","","","","","","","","","","","","","","","","","365","","","","","0.006","","","","","","","0.46","0.052","","","","","4.5","6.77","","","","","","","","","26.3","","","","21"
"2013-01-08 00:00:00","SL06","","","","","","","","","","","","","","","","130","","176.5","","1.08","","","","","","","","","","","","","","","","","","362","","","","","0.005","","","","","","","0.44","0.036","","","","","5.04","6.87","","","","","","","","","27.1","","","","20"
"2013-01-08 00:00:00","SJ01","","","","","","","","","","","","","","","","100","","263.8","","1.08","","","","","","","","","","","","","","","","","","70.3","","","","","0.003","","","","","","","0.07","0.024","","","","","5.33","7.02","","","","","","","","","27.2","","","","12"
"2013-01-08 00:00:00","SJ03","","","","","","","","","","","","","","","","150","","202.5","","3.9","","","","","","","","","","","","","","","","","","328","","","","","0.011","","","","","","","0.49","0.014","","","","","5.17","6.98","","","","","","","","","26.4","","","","28"
"2013-01-08 00:00:00","SJ05","2.7","","","","","","","","","","","","","","","150","","341","0.003","1.08","","","","","","","","","","","","","","","","","","1750","","","","","0.008","","","","","","","1.1","0.05","","","","","4.42","7.17","","","","","","","","","24.3","","","","21"
"2013-01-09 00:00:00","PS02","","","","","","","","","","","","1.3","","","12","","","122.7","","","","","","","","","","","","","","","0.4","","","","","423","","","","","0.064","","","","","","","0.78","0.033","","","","","6.06","7.08","","","","","","","","","27.2","","","","18"
"2013-01-09 00:00:00","SLC01","","","","","","","","","","","","","","","330","130","","197.8","","1.08","","","","","","","","","","","","","","","","","","96.2","","","","","0.003","","","","","","","0.12","0.046","","","","","5.64","7.02","","","","","","","","","25","","","","16"
"2013-01-09 00:00:00","PS03","","","","","","","","","","","","3.3","","","12","","","129.4","","","","","","","","","","","","","","","1.6","","","","","457","","","","","0.13","","","","","","","0.62","0.033","","","","","6.41","7.04","","","","","","","","","28.2","","","","21"
"2013-01-09 00:00:00","SLC02","","","","","","","","","","","","","","","250","100","","206","","1.08","","","","","","","","","","","","","","","","","","257","","","","","0.003","","","","","","","0.23","0.051","","","","","6.42","7.27","","","","","","","","","24.9","","","","16"
"2013-01-09 00:00:00","PS04","","","","","","","","","","","","1.5","","","","","","125.9","","","","","","","","","","","","","","","1.1","","","","","443","","","","","0.1","","","","","","","0.71","0.035","","","","","6.26","7.1","","","","","","","","","28","","","","20"
"2013-01-09 00:00:00","PS01=SLC03","","","","","","","","","","","","1.8","","","700","100","","236","","1.08","","","","","","","","","","","","","0.6","","","","","340","","","","","0.041","","","","","","","0.6","0.13","","","","","4.6","7.19","","","","","","","","","27","","","","17"
"2013-01-10 00:00:00","SL02","","","","","","","","","","","","","","","","50","","182.8","","1.08","","","","","","","","","","","","","","","","","","83.8","","","","","0.003","","","","","","","0.19","0.018","","","","","6.28","7.64","","","","","","","","","25.2","","","","8.8"
"2013-01-10 00:00:00","SL04","","","","","","","","","","","","","","","130","65","","242.3","","","","","","","","","","","","","","","","","","","","240","","","","","0.003","","","","","","","0.23","0.008","","","","","7.46","7.31","","","","","","","","","28.2","","","","15"
"2013-01-10 00:00:00","SL01","","","","","","","","","","","","","","","","50","","239.5","","1.08","","","","","","","","","","","","","","","","","","107","","","","","0.008","","","","","","","0.36","0.019","","","","","4.07","7.35","","","","","","","","","24.3","","","","8.6"
"2013-01-10 00:00:00","SL03","","","","","","","","","","","","","","","190","50","","220.2","","","","","","","","","","","","","","","","","","","","117","","","","","0.003","","","","","","","0.27","0.008","","","","","6.81","7.55","","","","","","","","","26.3","","","","9"
"2013-01-10 00:00:00","SL05","","","","","","","","","","","","","","","260","70","","230.9","","","","","","","","","","","","","","","","","","","","320","","","","","0.007","","","","","","","0.43","<0.004","","","","","5.81","7.12","","","","","","","","","27.7","","","","17"
"2013-01-11 00:00:00","CA01","","","","","","","","","","","","","","","260","150","","336.7","","","","","","","","","","","","","","","","","","","","804","","","","","0.003","","","","","","","0.042","0.008","","","","","4.88","7.17","","","","","","","","","24.8","","","","21"
"2013-01-11 00:00:00","CG03","","","","","","","","","","","","1.9","","","30","","","134.1","","","","","","","","","","","","","","","1.3","","","","","707","","","","","0.009","","","","","","","0.37","0.028","","","","","6","7.19","","","","","","","","","25.9","","","","40"
"2013-01-11 00:00:00","CA04","","","","","","","","","","","","","","","120","130","","225.3","","","","","","","","","","","","","","","","","","","","800","","","","","19","","","","","","","0.79","0.13","","","","","3.2","6.96","","","","","","","","","24.6","","","","52"
"2013-01-11 00:00:00","CG01","","","","","","","","","","","","2.8","","","180","","","432.3","","","","","","","","","","","","","","","2.3","","","","","563","","","","","0.009","","","","","","","0.087","0.063","","","","","1.67","7.1","","","","","","","","","23.6","","","","20"
"2013-01-11 00:00:00","CA02","","","","","","","","","","","","","","","250","150","","405.8","","","","","","","","","","","","","","","","","","","","1960","","","","","0.12","","","","","","","0.94","3.9","","","","","2.43","7.15","","","","","","","","","24.1","","","","27"
"2013-03-12 10:14:00","SL06","","","","","","","","","","","","","","","","140","","229.5","","2.7","","","","","","","","","","","","","","","","","","405","","","","","0.02","","","","","","","0.87","0.22","","","","","5.06","7.46","","","","","","","","","22.7","","","","33"
"2013-03-12 10:25:00","SJ04","","","","","","","","","","","","","","","","95","","321.3","","1.08","","","","","","","","","","","","","","","","","","420","","","","","0.02","","","","","","","0.96","0.15","","","","","3","7.61","","","","","","","","","23","","","","24"
"2013-03-12 11:20:00","CO01","","","","","","","","","","","","","","","","60","","3667","0.033","1.08","","","","","","","","","","","","","","","","","","291","","","","","0.02","","","","","","","0.54","0.01","","","","","5.29","7.66","","","","","","","","","23.4","","","","13"
"2013-03-12 14:05:00","SJ03","","","","","","","","","","","","","","","","70","","406.1","","1.08","","","","","","","","","","","","","","","","","","3.6","","","","","0.02","","","","","","","1.15","0.08","","","","","3.97","7.91","","","","","","","","","23.7","","","","16"
"2013-03-12 14:32:00","SJ05","","","","","","","","","","","","","","","","130","","752","0.033","1.08","","","","","","","","","","","","","","","","","","140","","","","","0.02","","","","","","","2.62","0.06","","","","","4.9","7.86","","","","","","","","","19.7","","","","13"
"2013-03-12 15:35:00","SJ02","","","","","","","","","","","","","","","","75","","374.7","","1.08","","","","","","","","","","","","","","","","","","121","","","","","0.02","","","","","","","0.25","0.05","","","","","5.36","7.94","","","","","","","","","21.5","","","","11"
"2013-03-12 16:45:00","SJ01","","","","","","","","","","","","","","","","80","","300.9","","1.9","","","","","","","","","","","","","","","","","","28","","","","","0.072","","","","","","","0.86","0.07","","","","","6.17","7.67","","","","","","","","","20.4","","","","7.7"
"2013-03-13 09:38:00","SLC01","","","","","","","","","","","","","","","530","120","","182.3","","1.08","","","","","","","","","","","","","","","","","","82.9","","","","","0.02","","","","","","","0.15","0.04","","","","","6.2","7.61","","","","","","","","","19.1","","","","25"
"2013-03-13 10:10:00","SLC02","","","","","","","","","","","","","","","130","95","","260","","1.08","","","","","","","","","","","","","","","","","","216","","","","","0.02","","","","","","","0.18","0.04","","","","","6.1","7.88","","","","","","","","","18.9","","","","13"
"2013-03-13 12:10:00","PS03","","","","","","","","","","","","1.9","","","30","","","173.9","","","","","","","","","","","","","","","2.5","","","","","480","","","","","0.02","","","","","","","0.84","0.02","","","","","6.01","7.78","","","","","","","","","24.8","","","","28"
"2013-03-13 12:18:00","PS04","","","","","","","","","","","","0.05","","","4","","","151.6","","","","","","","","","","","","","","","0.9","","","","","512","","","","","0.016","","","","","","","0.79","0.01","","","","","6.26","7.83","","","","","","","","","24.4","","","","24"
"2013-03-13 12:33:00","PS02","","","","","","","","","","","","4.6","","","10","","","144.4","","","","","","","","","","","","","","","2.5","","","","","486","","","","","0.02","","","","","","","1","0.03","","","","","6.93","7.81","","","","","","","","","24.6","","","","23"
"2013-03-14 10:00:00","SL01","","","","","","","","","","","","","","","35","28","","286.2","","1.08","","","","","","","","","","","","","","","","","","103","","","","","0.13","","","","","","","0.38","0.05","","","","","5.15","8.07","","","","","","","","","20.4","","","","4"
"2013-03-14 10:35:00","SL02","","","","","","","","","","","","","","","80","110","","119.5","","1.08","","","","","","","","","","","","","","","","","","74.5","","","","","0.02","","","","","","","0.14","0.01","","","","","6.47","7.54","","","","","","","","","19.2","","","","26"
"2013-03-14 11:50:00","SL03","","","","","","","","","","","","","","","","80","","219.2","","","","","","","","","","","","","","","","","","","","135","","","","","0.016","","","","","","","0.22","0.02","","","","","7.41","7.68","","","","","","","","","21.6","","","","15"
"2013-03-14 12:45:00","SL04","","","","","","","","","","","","","","","","110","","219.7","","","","","","","","","","","","","","","","","","","","320","","","","","0.016","","","","","","","0.26","0.02","","","","","6.42","7.61","","","","","","","","","20.3","","","","25"
"2013-03-14 13:25:00","SL05","","","","","","","","","","","","","","","","120","","197","","","","","","","","","","","","","","","","","","","","368","","","","","0.016","","","","","","","0.41","0.02","","","","","6.14","7.7","","","","","","","","","21.4","","","","60"
"2013-03-15 08:48:00","CA01","","","","","","","","","","","","","","","","230","","277.5","","","","","","","","","","","","","","","","","","","","1040","","","","","0.02","","","","","","","0.6","0.32","","","","","0.99","7.21","","","","","","","","","18.9","","","","32"
"2013-03-15 09:25:00","CG01","","","","","","","","","","","","1.3","","","","","","141.6","","","","","","","","","","","","","","","2","","","","","660","","","","","0.092","","","","","","","0.4","0.01","","","","","1.68","7.19","","","","","","","","","19.4","","","","37"
"2013-03-15 10:00:00","CA04","","","","","","","","","","","","","","","","220","","279.5","","","","","","","","","","","","","","","","","","","","990","","","","","0.016","","","","","","","1.1","0.19","","","","","1.67","7.35","","","","","","","","","20","","","","65"
"2013-03-15 10:33:00","CA02","","","","","","","","","","","","","","","","220","","321.6","","","","","","","","","","","","","","","","","","","","1280","","","","","0.02","","","","","","","2.71","1.31","","","","","0.56","7.15","","","","","","","","","19.1","","","","35"
"2013-03-15 11:05:00","CG03","","","","","","","","","","","","0.05","","","","","","172.5","","","","","","","","","","","","","","","0.9","","","","","560","","","","","0.02","","","","","","","0.42","0.04","","","","","5.77","7.72","","","","","","","","","24.4","","","","65"
"2013-07-23 10:47:00","SL06","","","","","0.5","0.02","","","","","","","","","","200","19","130.6","","1.6","","","","","0.001","0.001","0.007","","","","","","","","","","","366","0.5","","","","0.02","","","","","","","0.4","","0.75","","","","10.76","7.68","","","","","","","","","8.6","","","","33"
"2013-07-23 11:06:00","SJ04","","","","","0.5","0.02","","","","","","","","","","240","8.5","147.2","","2.1","","","","","0.001","0.001","0.007","","","","","","","","","","","396","","","","","0.02","","","","","","","0.53","","1.2","","","","9.13","7.92","","","","","","","","","8.6","","","","32"
"2013-07-23 12:06:00","CO01","5","","","","","","","","","","","","","","","260","","128.9","0.001","1.2","","","","","","","","","","","","","","","","","","406","","","","","0.02","","","","","","","0.36","","0.72","","","","9.94","7.63","","","","","","","","","8.9","","","","40"
"2013-07-23 14:36:00","SJ03","","","","","","","","","","","","","","","","240","","163.5","","1.9","","","","","","","","","","","","","","","","","","383","","","","","0.02","","","","","","","0.57","0.03","0.92","","","","10.42","7.86","","","","","","","","","10.4","","","","31"
"2013-07-23 14:56:00","SJ05","5","","","","0.5","0.02","","","","","","","","","","200","24","390.8","0.001","4","","","","","0.001","0.001","0.007","","","","","","","","","","","1250","","","","","0.016","","","","","","","2.5","","3","","","","9.45","7.82","","","","","","","","","8.2","","","","21"
"2013-07-23 16:00:00","SJ02","","","","","","","","","","","","","","","","160","","169.6","","2","","","","","","","","","","","","","","","","","","243","","","","","0.016","","","","","","","0.42","0.01","0.84","","","","9.94","7.63","","","","","","","","","8.4","","","","18"
"2013-07-23 16:55:00","SJ01","","","","","","","","","","","","","","","","100","","184.1","","1.4","","","","","","","","","","","","","","","","","","115","","","","","0.016","","","","","","","0.22","0.06","0.57","","","","11.05","8.06","","","","","","","","","7.7","","","","14"
"2013-07-24 10:14:00","SLC01","","","","","","","","","","","","","","","420","140","","129.9","","1.1","","","","","","","","","","","","","","","","","","153","","","","","0.045","","","","","","","0.16","","0.51","","","","11.02","7.85","","","","","","","","","7.1","","","","24"
"2013-07-24 10:45:00","SLC02","","","","","","","","","","","","","","","250","170","","137.1","","1.9","","","","","","","","","","","","","","","","","","363","","","","","0.041","","","","","","","0.41","0.03","1.1","","","","11.13","7.79","","","","","","","","","7.1","","","","27"
"2013-07-24 11:15:00","PS01=SLC03","","","","","","","","","","","","0.7","","","8700","180","","151.6","","1.9","","","","","","","","","","","","","1.1","","","","","363","","","","","0.095","","","","","","","0.59","0.01","1.9","","","","10.59","7.94","","","","","","","","","7.7","","","","30"
"2013-07-24 12:33:00","PS03","","","","","","","","","","","","0.3","","","30","","","91.4","","","","","","","","","","","","","","","0.1","","","","","455","","","","","0.059","","","","","","","0.31","0.01","0.8","","","","9.77","7.59","","","","","","","","","9.6","","","","50"
"2013-07-24 12:48:00","PS04","","","","","","","","","","","","0.3","","","","","","103.6","","","","","","","","","","","","","","","0.05","","","","","485","","","","","0.059","","","","","","","0.37","0.01","1.4","","","","9.35","7.66","","","","","","","","","10.4","","","","42"
"2013-07-24 13:05:00","PS02","","","","","","0.02","","","","","","0.1","","","20","","28","110.6","","","","","","","0.001","0.001","0.007","","","","","","0.5","","","","","503","","","","","0.061","","","","","","","0.4","","1.9","","","","8.58","7.52","","","","","","","","","11.2","","","","43"
"2013-07-25 10:10:00","SL01","","","","","","","","","","","","","","","402","90","","145.3","","2.2","","","","","","","","","","","","","","","","","","68.2","","","","","0.02","","","","","","","0.404","","2","","","","11.59","8.29","","","","","","","","","7.2","","","","8.9"
"2013-07-25 11:00:00","SL02","5","","","","","","","","","","","","","","280","110","","103.6","0.001","3.1","","","","","","","","","","","","","","","","","","86.9","","","","","0.02","","","","","","","0.31","","1.6","","","","11.77","7.97","","","","","","","","","7","","","","16"
"2013-07-25 11:45:00","SL03","","","","","","","","","","","","","","","200","95","","140.6","","5","","","","","","","","","","","","","","","","","","179","","","","","0.02","","","","","","","0.393","0.03","1.7","","","","11.72","7.86","","","","","","","","","7.5","","","","16"
"2013-07-25 12:30:00","SL04","","","","","","","","","","","","","","","320","110","","155.6","","5","","","","","","","","","","","","","","","","","","279","","","","","0.02","","","","","","","0.43","0.15","3","","","","11.2","8.15","","","","","","","","","9.5","","","","20"
"2013-07-25 13:07:00","SL05","","","","","0.5","0.02","","","","","","","","","170","160","10","150.9","","5","","","","","0.001","0.001","0.007","","","","","","","","","","","90.7","0.5","","","","0.02","","","","","","","0.093","0.04","1.5","","","","10.89","8.15","","","","","","","","","9.5","","","","25"
"2013-07-26 08:54:00","CA04","","","","","","0.02","","","","","","","","","3000","210","31","310.2","","5","","","","","0.001","0.001","0.007","","","","","","","","","","","915","","","","","0.1","","","","","","","2.6","","5.6","","","","6.73","7.88","","","","","","","","","7.8","","","","33"
"2013-07-26 09:26:00","CA01","","","","","","","","","","","","","","","240","220","","387.5","","5","","","","","","","","","","","","","","","","","","856","","","","","0.048","","","","","","","0.62","","2.6","","","","8.93","7.82","","","","","","","","","7.1","","","","36"
"2013-07-26 10:02:00","CG01","","","","","","","","","","","","0.4","","","210","","","392.7","","5","","","","","","","","","","","","","0.8","","","","","645","","","","","0.02","","","","","","","1.4","","3","","","","8.35","7.87","","","","","","","","","7.1","","","","32"
"2013-07-26 10:37:00","CA02","","","","","","","","","","","","","","","3000","240","","406.9","","5","","","","","","","","","","","","","","","","","","1370","","","","","0.8","","","","","","","3.2","","8.7","","","","5.32","7.75","","","","","","","","","7.7","","","","33"
"2013-07-26 11:16:00","CG03","","","","","","","","","","","","0.1","","","20","","","154.7","","5","","","","","","","","","","","","","0.7","","","","","701","","","","","0.074","","","","","","","0.33","","6.4","","","","10.42","7.78","","","","","","","","","8.6","","","","40"
"2014-01-21 00:00:00","SL06","","","","","0.5","0.4","","","","","","","","","","130","23","218.3","","0.6","","","","","0.001","0.001","0.001","","","","","","","","","","","389","0.2","","","","0.02","","","","","","","0.52","0.01","1.54","","","","5.43","7.27","","","","","","","","","28.1","","","","16"
"2014-01-21 00:00:00","SJ02","","","","","","","","","","","","","","","","140","","288.9","","0.6","","","","","","","","","","","","","","","","","","295","","","","","0.02","","","","","","","0.86","0.01","1.92","","","","4.72","7.48","","","","","","","","","26.5","","","","5.5"
"2014-01-21 00:00:00","SJ01","","","","","","","","","","","","","","","","38","","402.9","","0.6","","","","","","","","","","","","","","","","","","136","","","","","0.041","","","","","","","0.16","0.2","0.88","","","","4.18","7.52","","","","","","","","","24.2","","","","6.4"
"2014-01-21 00:00:00","SJ04","","","","","0.6","0.4","","","","","","","","","","120","23","263.4","","0.5","","","","","0.001","0.001","0.001","","","","","","","","","","","","0.2","","","","0.02","","","","","","","0.86","0.06","1.89","","","","4.16","7.2","","","","","","","","","27.8","","","","9.1"
"2014-01-21 00:00:00","CO01","5","","","","","","","","","","","","","","","170","","236.5","0.0072","1.2","","","","","","","","","","","","","","","","","","384","","","","","0.02","","","","","","","0.52","0.05","1.85","","","","5.9","7.25","","","","","","","","","26.5","","","","40"
"2014-01-21 00:00:00","SJ05","5","","","","0.3","0.4","","","","","","","","","","280","34","432.9","0.0017","2.8","","","","","0.001","0.001","0.001","","","","","","","","","","","674","0.2","","","","0.18","","","","","","","1.5","0.13","3.66","","","","3.73","7.3","","","","","","","","","23.6","","","","39"
"2014-01-21 00:00:00","SJ03","","","","","","","","","","","","","","","","120","","314.5","","1.1","","","","","","","","","","","","","","","","","","533","","","","","0.065","","","","","","","1.5","0.2","2.58","","","","5.35","7.34","","","","","","","","","26.2","","","","17"
"2014-01-22 00:00:00","PS03","","","","","","","","","","","","0.7","","","20","","","239.8","","","","","","","","","","","","","","","0.6","","","","","456","","","","","0.016","","","","","","","0.72","0.05","1.44","","","","6.72","7.93","","","","","","","","","27.2","","","","8.3"
"2014-01-22 00:00:00","PS04","","","","","","","","","","","","0.5","","","","","","240.9","","","","","","","","","","","","","","","0.5","","","","","474","","","","","0.02","","","","","","","0.72","0.07","1.51","","","","6.48","7.69","","","","","","","","","27.4","","","","8.8"
"2014-01-22 00:00:00","PS01=SLC03","","","","","","","","","","","","4.4","","","2100","110","","301.2","","1.2","","","","","","","","","","","","","12.5","","","","","475","","","","","0.21","","","","","","","0.87","0.16","2.37","","","","3.6","7.49","","","","","","","","","26.8","","","","5.7"
"2014-01-22 00:00:00","SLC01","","","","","","","","","","","","","","","840","120","","234.5","","1.1","","","","","","","","","","","","","","","","","","181","","","","","0.02","","","","","","","0.18","0.04","1.07","","","","5.65","7.5","","","","","","","","","25.5","","","","12"
"2014-01-22 00:00:00","PS02","","","","","0.7","0.4","","","","","","0.3","","","20","","19","240.6","","","","","","","0.001","0.001","0.001","","","","","","1","","","","","505","0.3","","","","0.016","","","","","","","0.92","0.04","1.83","","","","5.94","7.63","","","","","","","","","26.6","","","","11"
"2014-01-22 00:00:00","SLC02","","","","","","","","","","","","","","","900","85","","239.1","","0.8","","","","","","","","","","","","","","","","","","351","","","","","0.045","","","","","","","0.27","0.07","1.18","","","","5.48","7.58","","","","","","","","","26.9","","","","9"
"2014-01-23 00:00:00","SL02","5","","","","","","","","","","","","","","382","100","","135.9","0.0014","0.7","","","","","","","","","","","","","","","","","","89.2","","","","","0.016","","","","","","","0.15","0.06","1.03","","","","6.62","7.62","","","","","","","","","26.4","","","","15"
"2014-01-23 00:00:00","SL03","","","","","","","","","","","","","","","","100","","201.6","","","","","","","","","","","","","","","","","","","","137","","","","","0.016","","","","","","","0.31","0.07","0.8","","","","7.29","7.71","","","","","","","","","27.4","","","","13"
"2014-01-23 00:00:00","SL05","","","","","0.4","","","","","","","","","","","110","10","226.9","","","","","","","","","","","","","","","","","","","","338","0.3","","","","0.02","","","","","","","0.43","0.02","1.26","","","","6.29","7.56","","","","","","","","","28.1","","","","16"
"2014-01-23 00:00:00","SL01","","","","","","","","","","","","","","","146","36","","237","","0.8","","","","","","","","","","","","","","","","","","126","","","","","0.016","","","","","","","0.45","0.11","0.93","","","","6.24","7.52","","","","","","","","","26.3","","","","4.5"
"2014-01-23 00:00:00","SL04","","","","","","","","","","","","","","","","100","","209.2","","","","","","","","","","","","","","","","","","","","222","","","","","0.016","","","","","","","0.35","0.02","1.3","","","","6.93","7.53","","","","","","","","","29","","","","14"
"2014-01-24 00:00:00","CA04","","","","","1.5","0.4","","","","","","","","","","660","17","118.5","","","","","","","<0.0010","<0.0010","<0.0010","","","","","","","","","","","817","3.3","","","","0.68","","","","","","","0.87","0.09","3.13","","","","5.08","7.09","","","","","","","","","23","","","","130"
"2014-01-24 00:00:00","CG03","","","","","","","","","","","","1.3","","","","","","235.4","","","","","","","","","","","","","","","1.2","","","","","669","","","","","0.016","","","","","","","0.35","0.01","1.22","","","","7.18","7.72","","","","","","","","","26.5","","","","70"
"2014-01-24 00:00:00","CG01","","","","","","","","","","","","0.2","","","","","","260.1","","","","","","","","","","","","","","","7.8","","","","","880","","","","","0.3","","","","","","","0.35","0.23","2.19","","","","3.95","7.25","","","","","","","","","23.1","","","","22"
"2014-01-24 00:00:00","CA02","","","","","","","","","","","","","","","","160","","117.7","","","","","","","","","","","","","","","","","","","","843","","","","","0.22","","","","","","","1.5","1.49","3.38","","","","5.18","6.98","","","","","","","","","22.9","","","","75"
"2014-01-24 00:00:00","CG02","","","","","","","","","","","","1","","","","240","","231.7","","","","","","","","","","","","","","","1.7","","","","","681","","","","","0.016","","","","","","","0.39","0.01","1.28","","","","7.1","7.67","","","","","","","","","27.3","","","","70"
"2014-03-18 00:00:00","SL06","","","","","0.4","0.04","","","","","","","","","","55","58","252.2","","0.86","","","","","0.0006","0.0006","0.0006","","","","","","","","","","","270","0.2","","","","0.0064","","","","","","","0.37","0.026","1.09","","","","7.26","7.61","","","","","","","","","22.9","","","","14"
"2014-03-18 00:00:00","SJ01","","","","","","","","","","","","","","","","70","","180.6","","2.4","","","","","","","","","","","","","","","","","","190","","","","","0.0052","","","","","","","0.24","0.004","1.67","","","","4.6","7.59","","","","","","","","","20.7","","","","21"
"2014-03-18 00:00:00","SJ02","","","","","","","","","","","","","","","","60","","228.3","","2.4","","","","","","","","","","","","","","","","","","140","","","","","0.0065","","","","","","","0.23","0.026","0.95","","","","6.59","7.85","","","","","","","","","20.7","","","","17"
"2014-03-18 00:00:00","SJ03","","","","","","","","","","","","","","","","60","","345.7","","2.3","","","","","","","","","","","","","","","","","","270","","","","","0.006","","","","","","","0.47","0.054","1.1","","","","6.72","7.71","","","","","","","","","22.6","","","","17"
"2014-03-18 00:00:00","CO01","8","","","","","","","","","","","","","","","60","","2507","0.019","2.4","","","","","","","","","","","","","","","","","","320","","","","","0.016","","","","","","","0.43","0.088","1.01","","","","6.12","7.5","","","","","","","","","21.6","","","","20"
